Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Activity,Stage
192.168.3.30-192.168.3.34-80-50288-6,192.168.3.34,50288,192.168.3.30,80,6,15/07/2019 02:01:01 PM,5504166,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7267222681874057,1834722.0,3177408.239970275,5503677.0,73.0,5503677.0,5503677.0,0.0,5503677.0,5503677.0,73.0,73.0,0.0,73.0,73.0,0,0,0,0,64,80,0.3633611340937029,0.3633611340937029,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,-1,28960,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
192.168.3.30-192.168.3.34-80-50280-6,192.168.3.34,50280,192.168.3.30,80,6,15/07/2019 02:00:59 PM,11010013,15,15,2271.0,38549.0,332.0,0.0,151.4,167.60361400808586,14469.0,0.0,2569.933333333333,4114.590371326108,3707.5342236198994,2.724792423042552,379655.62068965525,1210053.936964837,4958219.0,19.0,6051111.0,432222.2142857142,1176081.8818036423,4408582.0,19.0,11010013.0,786429.5,1687089.1574376426,5005808.0,118.0,0,0,0,0,480,496,1.362396211521276,1.362396211521276,0.0,14469.0,1316.774193548387,3071.7676529937107,9435756.513978492,0,1,0,0,0,0,0,0,1.0,1360.6666666666667,151.4,2569.933333333333,0,0,0,0,0,0,15,2271,15,38549,-1,285,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
192.168.3.30-192.168.3.34-80-50286-6,192.168.3.34,50286,192.168.3.30,80,6,15/07/2019 02:01:01 PM,9422772,7,7,961.0,7528.0,326.0,0.0,137.2857142857143,171.25099930191578,4365.0,0.0,1075.4285714285716,1728.8612684985126,900.9026218611681,1.48576236377151,724828.6153846155,1761666.0554258262,5004877.0,55.0,4417514.0,736252.3333333333,1775968.9951595059,4361178.0,81.0,9422772.0,1570462.0,2439093.1410783804,5005246.0,64.0,0,0,0,0,224,240,0.742881181885755,0.742881181885755,0.0,4365.0,565.9333333333335,1240.198110134406,1538091.3523809526,0,1,0,0,0,0,0,0,1.0,606.3571428571429,137.28571428571428,1075.4285714285713,0,0,0,0,0,0,7,961,7,7528,-1,252,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
192.168.3.30-192.168.3.34-80-50284-6,192.168.3.34,50284,192.168.3.30,80,6,15/07/2019 02:01:01 PM,10343168,43,61,2680.0,380906.0,468.0,0.0,62.32558139534886,133.8130751904157,20272.0,0.0,6244.360655737706,5067.368886752398,37085.92957206148,10.054946414870182,100419.10679611654,589800.4178012821,5002056.0,5.0,5340729.0,127160.21428571429,513842.0033731797,3148949.0,5.0,10343168.0,172386.13333333336,773488.5135101125,5002745.0,24.0,0,0,0,0,1376,1968,4.1573336138405566,5.897612801029626,0.0,20272.0,3653.2,4921.314310847646,24219334.546153843,0,1,0,0,0,0,0,0,1.0,3688.3269230769233,62.32558139534883,6244.360655737705,0,0,0,0,0,0,43,2680,61,380906,-1,294,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
192.168.3.10-239.2.11.71-53569-8662-17,192.168.3.10,53569,239.2.11.71,8662,17,15/07/2019 01:59:22 PM,115052597,39,1,1984.0,52.0,56.0,48.0,50.87179487179488,2.238179325625456,52.0,52.0,52.0,0.0,17.696254174949214,0.3476670761286683,2950066.58974359,5024690.201740017,15102070.0,2.0,109931001.0,2892921.078947368,5079279.0735379895,15102070.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,312,8,0.3389753992254516,0.008691676903216709,48.0,56.0,50.92682926829268,2.1953387426823108,4.819512195121952,0,0,0,0,0,0,0,0,0.0,52.2,50.87179487179486,52.0,0,0,0,0,0,0,39,1984,1,52,-1,-1,39,0,2708642.833333333,2518565.5461013056,4995452.0,39.0,10977849.444444442,4160307.9516575485,15102070.0,5121596.0,Normal,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,15/07/2019 01:59:22 PM,119999014,246,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0583502461111887,487800.8699186992,254081.65013684198,1000150.0,69.0,119363450.0,487197.75510204077,254425.26640046574,1000150.0,69.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.0500168443050706,0.008333401806118173,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,246,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
255.255.255.255-0.0.0.0-67-68-17,0.0.0.0,68,255.255.255.255,67,17,15/07/2019 01:59:25 PM,119492722,89,1,25803.0,289.0,296.0,288.0,289.9213483146068,2.4178536645561017,289.0,289.0,289.0,0.0,218.3563949610253,0.7531839470524405,1342614.8539325842,1094499.5491237135,3302192.0,232389.0,119179542.0,1354312.9772727278,1095161.7556085116,3302192.0,232389.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,712,8,0.7448152365296357,0.008368710522804895,288.0,296.0,289.90109890109875,2.3946929520408915,5.73455433455432,0,0,0,0,0,0,0,0,0.0,293.12222222222215,289.92134831460675,289.0,0,0,0,0,0,0,89,25803,1,289,-1,-1,89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
192.168.3.30-192.168.3.34-80-50292-6,192.168.3.34,50292,192.168.3.30,80,6,15/07/2019 02:01:38 PM,5057115,4,4,626.0,2367.0,626.0,0.0,156.5,313.0,2367.0,0.0,591.75,1183.5,591.8394183244795,1.5819296179738844,722445.0,1887574.477062208,5002839.0,157.0,5056219.0,1685406.333333333,2873100.4451992856,5002839.0,488.0,53624.0,17874.666666666668,29630.252417644595,52083.0,228.0,0,0,0,0,128,144,0.7909648089869422,0.7909648089869422,0.0,2367.0,332.5555555555556,790.5082401707002,624903.2777777776,0,1,0,0,0,0,0,0,1.0,374.125,156.5,591.75,0,0,0,0,0,0,4,626,4,2367,-1,237,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
0.87.248.248-3.0.0.0-0-0-0,0.87.248.248,0,3.0.0.0,0,0,15/07/2019 01:58:58 PM,119999627,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000077708574882,59999813.5,26.162950903902264,59999832.0,59999795.0,59999795.0,59999795.0,0.0,59999795.0,59999795.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.01666671847238325,0.008333359236191627,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,59999813.5,26.162950903902264,59999832.0,59999795.0,Normal,Benign
192.168.3.30-192.168.3.34-80-50294-6,192.168.3.34,50294,192.168.3.30,80,6,15/07/2019 02:01:55 PM,6277904,4,4,643.0,1509.0,643.0,0.0,160.75,321.5,1509.0,0.0,377.25,754.5,342.78956798319945,1.2743106616475817,896843.4285714286,1871431.5861587403,5001978.0,85.0,6277312.0,2092437.333333333,2599107.616379386,5001978.0,258.0,1275317.0,425105.66666666674,735494.9326068355,1274382.0,188.0,0,0,0,0,128,144,0.6371553308237908,0.6371553308237908,0.0,1509.0,239.11111111111111,521.5317450655435,271995.36111111107,0,1,0,0,0,0,0,0,1.0,269.0,160.75,377.25,0,0,0,0,0,0,4,643,4,1509,-1,237,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
192.168.3.30-198.143.164.251-40478-443-6,192.168.3.30,40478,198.143.164.251,443,6,15/07/2019 02:02:04 PM,227090,6,9,1119.0,5086.0,694.0,0.0,186.5,275.0343614896146,4096.0,0.0,565.1111111111112,1349.9099455560402,27323.968470650405,66.05310669778504,16220.71428571429,24550.317310901177,55215.0,6.0,118909.0,23781.8,27881.966532151208,54516.0,53.0,227090.0,28386.25000000001,29967.156863806747,61878.0,6.0,0,0,0,0,192,304,26.421242679114012,39.631864018671024,0.0,4096.0,387.8125,1020.8736923994728,1042183.0958333334,0,1,0,0,0,0,0,0,1.0,413.66666666666674,186.5,565.1111111111112,0,0,0,0,0,0,6,1119,9,5086,-1,62,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
192.168.3.30-198.143.164.251-40480-443-6,192.168.3.30,40480,198.143.164.251,443,6,15/07/2019 02:02:04 PM,235367,6,9,1643.0,5122.0,1218.0,0.0,273.83333333333337,477.26152858434614,4096.0,0.0,569.1111111111112,1350.7926788042312,28742.347057998784,63.73025955210374,16811.928571428572,24415.02032471085,55181.0,7.0,127379.0,25475.8,27419.21528235263,55822.0,61.0,235367.0,29420.875,31043.8312272802,68696.0,7.0,0,0,0,0,192,304,25.4921038208415,38.23815573126225,0.0,4096.0,422.8125,1040.5315448525976,1082705.8958333335,0,1,0,0,0,0,0,0,1.0,451.0,273.8333333333333,569.1111111111112,0,0,0,0,0,0,6,1643,9,5122,-1,64,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
192.168.3.30-198.143.164.251-40482-443-6,192.168.3.30,40482,198.143.164.251,443,6,15/07/2019 02:02:05 PM,278491,7,11,2807.0,5979.0,2019.0,0.0,401.0,728.9032857656771,4096.0,0.0,543.5454545454545,1275.7382461646562,31548.595825358814,64.63404562445466,16381.823529411766,24279.93110893052,52920.0,14.0,171226.0,28537.666666666664,27800.961844271984,55134.0,43.0,278491.0,27849.10000000001,28617.00246143502,61367.0,14.0,0,0,0,0,224,368,25.13546218728792,39.49858343716672,0.0,4096.0,462.4210526315789,1048.1601508139804,1098639.7017543858,0,1,0,0,0,0,0,0,1.0,488.11111111111114,401.0,543.5454545454545,0,0,0,0,0,0,7,2807,11,5979,-1,69,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
192.168.3.30-198.143.164.251-40484-443-6,192.168.3.30,40484,198.143.164.251,443,6,15/07/2019 02:02:05 PM,289812,7,11,2807.0,5979.0,2019.0,0.0,401.0,728.9032857656771,4096.0,0.0,543.5454545454545,1275.7382461646562,30316.204988061225,62.10922943149352,17047.76470588235,24182.654611646263,52993.0,32.0,182404.0,30400.666666666664,26583.93887042826,55273.0,85.0,289812.0,28981.2,30118.74509633125,70758.0,32.0,0,0,0,0,224,368,24.153589223358587,37.95564020813493,0.0,4096.0,462.4210526315789,1048.1601508139804,1098639.7017543858,0,1,0,0,0,0,0,0,1.0,488.11111111111114,401.0,543.5454545454545,0,0,0,0,0,0,7,2807,11,5979,-1,69,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
192.168.3.30-198.143.164.251-40486-443-6,192.168.3.30,40486,198.143.164.251,443,6,15/07/2019 02:02:05 PM,228816,6,9,1643.0,5122.0,1218.0,0.0,273.83333333333337,477.26152858434614,4096.0,0.0,569.1111111111112,1350.7926788042312,29565.240192993497,65.55485630375499,16344.000000000002,24481.23524095704,55296.0,12.0,120705.0,24141.0,27781.498924644082,54850.0,56.0,228816.0,28602.000000000004,30137.040659532013,63446.0,12.0,0,0,0,0,192,304,26.221942521501994,39.332913782252994,0.0,4096.0,422.8125,1040.5315448525976,1082705.8958333335,0,1,0,0,0,0,0,0,1.0,451.0,273.8333333333333,569.1111111111112,0,0,0,0,0,0,6,1643,9,5122,-1,64,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
192.168.3.30-198.143.164.251-40488-443-6,192.168.3.30,40488,198.143.164.251,443,6,15/07/2019 02:02:06 PM,227603,6,9,1643.0,5122.0,1218.0,0.0,273.83333333333337,477.26152858434614,4096.0,0.0,569.1111111111112,1350.7926788042312,29722.806817133343,65.90422797590541,16257.357142857143,24495.71027628226,54911.0,12.0,119658.0,23931.6,28192.97147872143,54836.0,58.0,227603.0,28450.375,29939.006071571104,61486.0,12.0,0,0,0,0,192,304,26.361691190362173,39.54253678554325,0.0,4096.0,422.8125,1040.5315448525976,1082705.8958333335,0,1,0,0,0,0,0,0,1.0,451.0,273.8333333333333,569.1111111111112,0,0,0,0,0,0,6,1643,9,5122,-1,64,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
192.168.3.30-198.143.164.251-40490-443-6,192.168.3.30,40490,198.143.164.251,443,6,15/07/2019 02:02:06 PM,281781,7,11,2807.0,5979.0,2019.0,0.0,401.0,728.9032857656771,4096.0,0.0,543.5454545454545,1275.7382461646562,31180.242812680768,63.879395700916675,16575.352941176476,24279.86702996223,53249.0,9.0,173993.0,28998.83333333333,27497.625056842033,54612.0,51.0,281781.0,28178.1,29043.623027171463,63837.0,9.0,0,0,0,0,224,368,24.84198721702315,39.03740848389352,0.0,4096.0,462.4210526315789,1048.1601508139804,1098639.7017543858,0,1,0,0,0,0,0,0,1.0,488.11111111111114,401.0,543.5454545454545,0,0,0,0,0,0,7,2807,11,5979,-1,69,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
192.168.3.30-192.168.3.34-80-50296-6,192.168.3.34,50296,192.168.3.30,80,6,15/07/2019 02:02:04 PM,6291849,8,12,799.0,37798.0,417.0,0.0,99.87500000000004,185.16898652697915,11598.0,0.0,3149.833333333333,4209.561904075343,6134.444739535231,3.178715827414167,331149.94736842107,1157729.9075870404,5005036.0,23.0,1286003.0,183714.7142857143,392643.22170630266,1055696.0,23.0,6291849.0,571986.2727272727,1503943.683697371,5005764.0,95.0,0,0,0,0,256,400,1.2714863309656668,1.9072294964485004,0.0,11598.0,1837.9523809523807,3488.2824638522393,12168114.547619047,0,1,0,0,0,0,0,0,1.0,1929.85,99.875,3149.833333333333,0,0,0,0,0,0,8,799,12,37798,-1,243,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
192.168.3.30-198.143.164.251-41860-80-6,192.168.3.30,41860,198.143.164.251,80,6,15/07/2019 02:02:11 PM,107583,2,5,399.0,429.0,399.0,0.0,199.5,282.1356056934325,429.0,0.0,85.8,191.85463246948197,7696.3832575778715,65.06604203266315,17930.5,26990.059412680068,52827.0,20.0,811.0,811.0,0.0,811.0,811.0,107583.0,26895.75,30448.88373843393,53695.0,20.0,0,0,0,0,64,176,18.590297723618047,46.475744309045105,0.0,429.0,103.5,191.81240835774938,36792.0,0,1,0,0,0,0,0,0,2.0,118.28571428571428,199.5,85.8,0,0,0,0,0,0,2,399,5,429,-1,59,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
192.168.3.30-198.143.164.251-41860-80-6,192.168.3.30,41860,198.143.164.251,80,6,15/07/2019 02:02:11 PM,313,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6389.776357827475,313.0,0.0,313.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,3194.8881789137376,3194.8881789137376,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,237,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
192.168.3.30-198.143.164.252-56086-80-6,192.168.3.30,56086,198.143.164.252,80,6,15/07/2019 02:02:13 PM,105882,2,5,385.0,357.0,385.0,0.0,192.5,272.23611075682084,357.0,0.0,71.4,159.65525359348499,7007.801137114901,66.11133148221604,17647.0,27233.70500684767,52834.0,8.0,139.0,139.0,0.0,139.0,139.0,105882.0,26470.5,30546.686241445786,53072.0,8.0,0,0,0,0,64,176,18.88895185206173,47.22237963015432,0.0,385.0,92.75,171.90258869487687,29550.5,0,1,0,0,0,0,0,0,2.0,106.0,192.5,71.4,0,0,0,0,0,0,2,385,5,357,-1,59,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
