Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Activity,Stage
192.168.3.30-192.168.3.31-42004-9200-6,192.168.3.30,42004,192.168.3.31,9200,6,18/07/2019 11:35:23 AM,117019943,11,12,9160.0,4027.0,2079.0,0.0,832.727272727,998.009327703,2017.0,0.0,335.583333333,555.162131655,112.690193329,0.196547694439,5319088.31818,11392996.4494,34998142.0,10.0,117014027.0,11701402.7,14828721.6606,34998142.0,4537.0,117019932.0,10638175.6364,14503687.9161,34998461.0,428.0,0,1,0,0,352,384,0.09400107125330001,0.10254662318499999,0.0,2079.0,633.5,853.794904606,728965.73913,0,0,0,1,1,0,0,0,1.0,661.043478261,832.727272727,335.583333333,0,0,0,0,0,0,11,9160,12,4027,-1,2053,5,0,5664.8,1071.41901234,6717.0,4537.0,23397064.4,12360560.7062,34998142.0,6999730.0,Normal,Benign
0.87.248.248-3.0.0.0-0-0-0,0.87.248.248,0,3.0.0.0,0,0,18/07/2019 11:34:58 AM,119999399,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000125209,59999699.5,72.8319984622,59999751.0,59999648.0,59999751.0,59999751.0,0.0,59999751.0,59999751.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0166667501393,0.00833337506965,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,59999699.5,72.8319984622,59999751.0,59999648.0,Normal,Benign
192.168.3.1-192.168.3.30-59591-22-6,192.168.3.30,22,192.168.3.1,59591,6,18/07/2019 11:37:21 AM,119999887,440746,220410,25722312.0,4216.0,3768.0,40.0,58.3608518285,43.919373487399994,56.0,0.0,0.0191279887482,0.876825130474,214387.935215,5509.63852158,181.500384932,125.701149447,12007.0,5.0,119999616.0,272.265405166,136.409223758,12222.0,51.0,119999797.0,544.441456565,196.679768969,12702.0,5.0,0,1,0,0,14103872,7053120,3672.88679197,1836.75172961,0.0,3768.0,38.9114597592,45.194639998,2042.55548455,0,0,0,1,1,0,0,0,0.0,38.9115186129,58.3608518285,0.0191279887482,0,0,0,0,0,0,440746,25722312,220410,4216,-1,1444,440746,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
192.168.3.10-239.2.11.71-53569-8662-17,192.168.3.10,53569,239.2.11.71,8662,17,18/07/2019 11:37:22 AM,119728501,34,1,1720.0,52.0,56.0,48.0,50.588235294099995,2.3883257361099997,52.0,52.0,52.0,0.0,14.800151887,0.292328056458,3521426.5,6388641.43655,20008000.0,2.0,119728481.0,3628135.78788,6456852.77884,20008000.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,272,8,0.283975826274,0.00835223018452,48.0,56.0,50.6666666667,2.34216017508,5.485714285709999,0,0,0,0,0,0,0,0,0.0,52.1142857143,50.588235294099995,52.0,0,0,0,0,0,0,34,1720,1,52,-1,-1,34,0,745151.666667,1290596.37873,2235404.0,19.0,12884408.6667,5778442.15217,20008000.0,6246920.0,Normal,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,18/07/2019 11:37:22 AM,119780998,244,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0453995549400004,490905.729508,402076.706503,2216701.0,8.0,118784042.0,488823.218107,401585.797678,2216701.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.03705098533,0.00834856961202,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,244,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
255.255.255.255-0.0.0.0-67-68-17,0.0.0.0,68,255.255.255.255,67,17,18/07/2019 11:37:25 AM,119312306,86,1,24938.0,289.0,296.0,289.0,289.97674418599996,2.43975285241,289.0,289.0,289.0,0.0,211.43669790400003,0.7291787655159999,1387352.39535,1373654.96578,5125960.0,30140.0,116308560.0,1368336.0,1370372.78019,5125960.0,30140.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,688,8,0.720797400396,0.00838136512088,289.0,296.0,289.954545455,2.4159864642900004,5.83699059561,0,0,0,0,0,0,0,0,0.0,293.287356322,289.97674418599996,289.0,0,0,0,0,0,0,86,24938,1,289,-1,-1,86,0,23922154.0,4429.90571758,23927110.0,23917971.0,5118620.5,5128.5206118999995,5125960.0,5114620.0,Normal,Benign
192.168.3.30-192.168.3.31-42004-9200-6,192.168.3.30,42004,192.168.3.31,9200,6,18/07/2019 11:37:45 AM,95013962,7,9,6085.0,3380.0,2037.0,0.0,869.285714286,1084.20596356,2031.0,0.0,375.555555556,643.286893833,99.6169384032,0.16839630369300002,6334264.133330001,13260827.2059,34995816.0,7.0,94880396.0,15813399.3333,17682408.044,34995816.0,6654.0,95013938.0,11876742.25,16627638.2041,34996201.0,359.0,0,1,0,0,224,288,0.0736733828656,0.0947229208272,0.0,2037.0,676.2352941180001,910.8204082999998,829593.816176,0,0,0,1,1,0,0,0,1.0,718.5,869.285714286,375.555555556,0,0,0,0,0,0,7,6085,9,3380,-1,2053,3,0,59670.0,65982.15467840001,133566.0,6654.0,31609375.0,5755866.69441,34995816.0,24963477.0,Normal,Benign
0.87.248.248-3.0.0.0-0-0-0,0.87.248.248,0,3.0.0.0,0,0,18/07/2019 11:37:58 AM,119999562,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000091250299998,59999781.0,970.150503788,60000467.0,59999095.0,59999095.0,59999095.0,0.0,59999095.0,59999095.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.016666727500200002,0.00833336375011,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,59999781.0,970.150503788,60000467.0,59999095.0,Normal,Benign
192.168.3.1-192.168.3.30-59591-22-6,192.168.3.30,22,192.168.3.1,59591,6,18/07/2019 11:39:21 AM,119999902,439566,219835,25737432.0,4176.0,3800.0,40.0,58.551917118199995,47.569061457299995,56.0,0.0,0.0189960652307,0.873819784729,214513.575186,5495.01282093,181.983472854,129.49509721,22690.0,3.0,119999582.0,272.996216714,142.400092134,24185.0,50.0,119999800.0,545.8655167080001,208.647303749,23555.0,3.0,0,1,0,0,14066112,7034720,3663.05299149,1831.95982943,0.0,3800.0,39.0378919081,47.6454883341,2270.0925586,0,0,0,1,1,0,0,0,0.0,39.0379511102,58.551917118199995,0.0189960652307,0,0,0,0,0,0,439566,25737432,219835,4176,-1,1444,439566,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
192.168.3.10-239.2.11.71-53569-8662-17,192.168.3.10,53569,239.2.11.71,8662,17,18/07/2019 11:39:22 AM,100040297,26,1,1320.0,48.0,52.0,48.0,50.7692307692,1.8827148973299999,48.0,48.0,48.0,0.0,13.674489590899999,0.269891241926,3847703.73077,6752409.98933,20019450.0,2.0,100040275.0,4001611.0,6844946.96751,20019450.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,208,8,0.259895270003,0.00999597192319,48.0,52.0,50.571428571400006,1.9518001459,3.8095238095199995,0,0,0,0,0,0,0,0,0.0,52.4444444444,50.7692307692,48.0,0,0,0,0,0,0,26,1320,1,48,-1,-1,26,0,1801990.6666700002,1736174.3554200002,3463878.0,17.0,13519189.2857,6260874.628819999,20019450.0,6836171.0,Normal,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,18/07/2019 11:39:23 AM,119430043,250,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.10164874512,477720.172,372177.906889,2216670.0,8.0,118430000.0,475622.48996000004,371443.703653,2216670.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.09327564254,0.00837310257018,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,250,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
255.255.255.255-0.0.0.0-67-68-17,0.0.0.0,68,255.255.255.255,67,17,18/07/2019 11:39:28 AM,119347868,87,1,25227.0,289.0,296.0,289.0,289.965517241,2.42778622417,289.0,289.0,289.0,0.0,213.795189035,0.7373403603659999,1371814.57471,1365144.09233,5092193.0,12449.0,119199381.0,1386039.31395,1366650.04735,5092193.0,12449.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,696,8,0.728961492634,0.008378867731430002,289.0,296.0,289.943820225,2.4043499904099996,5.7808988764,0,0,0,0,0,0,0,0,0.0,293.238636364,289.965517241,289.0,0,0,0,0,0,0,87,25227,1,289,-1,-1,87,0,22449441.75,3003689.41164,23952717.0,17943908.0,5091001.0,924.919816344,5092193.0,5089974.0,Normal,Benign
192.168.3.30-192.168.3.31-42004-9200-6,192.168.3.30,42004,192.168.3.31,9200,6,18/07/2019 11:39:45 AM,95034140,7,9,6078.0,3385.0,2031.0,0.0,868.285714286,1082.95194019,2037.0,0.0,376.11111111099996,645.224271948,99.5747422979,0.16836054916700002,6335609.333330001,13245030.8815,34993148.0,12.0,94794759.0,15799126.5,17665783.2768,34993148.0,6550.0,95034128.0,11879266.0,16601513.848,34993556.0,334.0,0,1,0,0,224,288,0.07365774026050001,0.0947028089064,0.0,2037.0,676.470588235,911.309436858,830484.889706,0,0,0,1,1,0,0,0,1.0,718.75,868.285714286,376.11111111099996,0,0,0,0,0,0,7,6078,9,3385,-1,2053,3,0,85104.6666667,133614.732505,239381.0,6550.0,31585711.0,5705342.37538,34993148.0,24999067.0,Normal,Benign
192.168.3.1-192.168.3.30-59591-22-6,192.168.3.30,22,192.168.3.1,59591,6,18/07/2019 11:41:21 AM,119999932,439588,219799,25790328.0,4176.0,3760.0,40.0,58.6693176338,48.0996640101,56.0,0.0,0.0189991765204,0.8738913080290001,214954.32180700003,5494.89478044,181.98738220099997,127.33584325700001,8373.0,5.0,119999657.0,272.982724694,138.48376239200002,9849.0,51.0,119999720.0,545.954558276,203.718873765,16390.0,5.0,0,1,0,0,14066816,7033568,3663.23540917,1831.65937127,0.0,3760.0,39.118940593400005,48.0316979571,2307.04400864,0,0,0,1,1,0,0,0,0.0,39.1189999196,58.6693176338,0.0189991765204,0,0,0,0,0,0,439588,25790328,219799,4176,-1,1444,439588,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
192.168.3.10-239.2.11.71-53569-8662-17,192.168.3.10,53569,239.2.11.71,8662,17,18/07/2019 11:41:23 AM,100030538,23,1,1176.0,52.0,56.0,48.0,51.130434782600005,2.39894575,52.0,52.0,52.0,0.0,12.2762510784,0.239926731175,4349153.826090001,7679958.63253,20019462.0,2.0,80011076.0,3636867.09091,7040287.163480001,20005824.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,184,8,0.22992978404300002,0.00999694713228,48.0,56.0,51.2,2.30940107676,5.33333333333,0,0,0,0,0,0,0,0,0.0,53.3333333333,51.130434782600005,52.0,0,0,0,0,0,0,23,1176,1,52,-1,-1,23,0,1877453.0,2655089.79683,3754885.0,21.0,16045938.6667,6030896.94611,20019462.0,5005123.0,Normal,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,18/07/2019 11:41:23 AM,119999984,242,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02500027,495867.70247899997,427400.254679,2216553.0,78.0,118199982.0,490456.356846,419900.19765700004,2216553.0,78.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.01666693556,0.008333334444439998,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,242,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
255.255.255.255-0.0.0.0-67-68-17,0.0.0.0,68,255.255.255.255,67,17,18/07/2019 11:41:30 AM,119395921,88,1,25527.0,289.0,300.0,289.0,290.079545455,2.64019152435,289.0,289.0,289.0,0.0,216.22179203299999,0.745419100205,1356771.82955,1360959.76556,5111145.0,2398.0,119159870.0,1369653.6781600001,1363442.7480000001,5111145.0,2398.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,704,8,0.7370436046969999,0.00837549550792,289.0,300.0,290.055555556,2.6152582149,6.83957553059,0,0,0,0,0,0,0,0,0.0,293.314606742,290.079545455,289.0,0,0,0,0,0,0,88,25527,1,289,-1,-1,88,0,20961204.0,5955302.1498,23950762.0,12028260.0,5107390.5,4515.99531296,5111145.0,5101957.0,Normal,Benign
192.168.3.30-192.168.3.31-42004-9200-6,192.168.3.30,42004,192.168.3.31,9200,6,18/07/2019 11:41:45 AM,95020122,7,9,6082.0,3366.0,2032.0,0.0,868.857142857,1083.66329773,2017.0,0.0,374.0,638.783805368,99.4315709256,0.168385386834,6334674.8,13252244.4863,34907640.0,12.0,94906011.0,15817668.5,17660264.3249,34907640.0,8079.0,95020109.0,11877513.625,16613628.7463,34907967.0,404.0,0,1,0,0,224,288,0.07366860673989999,0.0947167800942,0.0,2032.0,674.411764706,907.942251662,824359.132353,0,0,0,1,1,0,0,0,1.0,716.5625,868.857142857,374.0,0,0,0,0,0,0,7,6082,9,3366,-1,2053,3,0,72371.3333333,56499.233059700004,114111.0,8079.0,31597775.6667,5716163.4852,34907640.0,24997328.0,Normal,Benign
0.87.248.248-3.0.0.0-0-0-0,0.87.248.248,0,3.0.0.0,0,0,18/07/2019 11:40:58 AM,119999602,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000082916900004,59999801.0,173.948268172,59999924.0,59999678.0,59999924.0,59999924.0,0.0,59999924.0,59999924.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0166667219446,0.008333360972310001,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,59999801.0,173.948268172,59999924.0,59999678.0,Normal,Benign
192.168.3.1-192.168.3.30-59591-22-6,192.168.3.30,22,192.168.3.1,59591,6,18/07/2019 11:43:21 AM,119999869,439087,219574,25673536.0,4192.0,1888.0,40.0,58.4702712674,44.6299875644,72.0,0.0,0.0190915135672,0.8796548337190001,213981.300263,5488.84765866,182.18787993799998,128.328123579,17284.0,5.0,119999558.0,273.293974301,140.696157818,19875.0,51.0,119999515.0,546.513073101,203.89536555400002,18162.0,5.0,0,1,0,0,14050784,7026368,3659.06232781,1829.78533085,0.0,1888.0,38.9847903781,45.687547304300004,2087.35197868,0,0,0,1,1,0,0,0,0.0,38.984849566,58.4702712674,0.0190915135672,0,0,0,0,0,0,439087,25673536,219574,4192,-1,1444,439087,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
192.168.3.10-239.2.11.71-53569-8662-17,192.168.3.10,53569,239.2.11.71,8662,17,18/07/2019 11:43:23 AM,119912629,34,1,1720.0,52.0,56.0,48.0,50.588235294099995,2.3883257361099997,52.0,52.0,52.0,0.0,14.777425987400001,0.291879181466,3526842.02941,6302254.33669,20018830.0,2.0,99906213.0,3027461.0,5675885.32752,20018830.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,272,8,0.283539776282,0.008339405184750001,48.0,56.0,50.6666666667,2.34216017508,5.485714285709999,0,0,0,0,0,0,0,0,0.0,52.1142857143,50.588235294099995,52.0,0,0,0,0,0,0,34,1720,1,52,-1,-1,34,0,861396.0,1193098.02637,2223216.0,21.0,12837527.2222,5510823.5492,20018830.0,6168387.0,Normal,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,18/07/2019 11:43:24 AM,119000064,238,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0084022812,500000.26890799997,426602.253059,2216248.0,1345.0,116784160.0,492760.16877600003,412591.84072399995,2216248.0,1345.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.99999892437,0.00840335682509,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,238,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
